Word,Frequency,Probability
feeds,1,0.00008
feel,15,0.00120
feeling,5,0.00040
feelings,10,0.00080
feels,2,0.00016
fees,4,0.00032
fetters,1,0.00008
feverish,1,0.00008
figure,2,0.00016
file,1,0.00008
files,1,0.00008
finally,3,0.00024
financial,1,0.00008
finding,6,0.00048
fine,1,0.00008
finite,3,0.00024
firm,2,0.00016
firmly,4,0.00032
fit,3,0.00024
fixed,1,0.00008
flash,1,0.00008
fleeting,2,0.00016
foes,1,0.00008
follow,7,0.00056
food,8,0.00064
foolish,1,0.00008
football,1,0.00008
force,1,0.00008
forced,4,0.00032
forces,1,0.00008
forget,1,0.00008
forgetting,1,0.00008
forgo,1,0.00008
forgotten,1,0.00008
forks,1,0.00008
form,35,0.00280
formal,1,0.00008
formally,1,0.00008
format,4,0.00032
formats,1,0.00008
formed,3,0.00024
forms,5,0.00040
fortress,1,0.00008
fortuitous,1,0.00008
fortune,1,0.00008
forwards,1,0.00008
fostered,1,0.00008
foundation,2,0.00016
founder,2,0.00016
fourth,1,0.00008
fragment,1,0.00008
fragmentary,3,0.00024
fragments,1,0.00008
framework,1,0.00008
freedom,4,0.00032
freely,5,0.00040
frequent,2,0.00016
fresh,8,0.00064
friend,2,0.00016
friends,2,0.00016
frightened,1,0.00008
fulfil,2,0.00016
fulfilled,5,0.00040
fulfilment,1,0.00008
fulfils,1,0.00008
function,2,0.00016
fundamental,7,0.00056
future,25,0.00200
futures,6,0.00048
gain,1,0.00008
garrison,1,0.00008
generality,1,0.00008
generalization,5,0.00040
generalizations,6,0.00048
generations,2,0.00016
genuine,2,0.00016
geography,1,0.00008
geology,1,0.00008
geometry,5,0.00040
ghost,2,0.00016
glance,1,0.00008
glasses,1,0.00008
globe,1,0.00008
goals,1,0.00008
goodwill,1,0.00008
govern,2,0.00016
gradation,5,0.00040
gradations,1,0.00008
gradually,4,0.00032
grain,1,0.00008
granted,5,0.00040
grapple,1,0.00008
grasp,1,0.00008
gratefully,1,0.00008
gratuitous,1,0.00008
gravely,1,0.00008
gravitation,6,0.00048
greatly,2,0.00016
greatness,5,0.00040
green,5,0.00040
greens,1,0.00008
gross,2,0.00016
ground,10,0.00080
groundless,1,0.00008
grounds,11,0.00088
grow,1,0.00008
growing,1,0.00008
grown,2,0.00016
growth,2,0.00016
guarantee,6,0.00048
guard,2,0.00016
guarded,1,0.00008
guide,1,0.00008
habit,6,0.00048
habits,1,0.00008
habitual,1,0.00008
habitually,1,0.00008
hallucinations,2,0.00016
halved,2,0.00016
halves,1,0.00008
hand,7,0.00056
handbooks,1,0.00008
happen,8,0.00064
happened,6,0.00048
happiness,1,0.00008
hard,9,0.00072
hardness,6,0.00048
hardnesses,1,0.00008
harm,1,0.00008
harmless,1,0.00008
harmonious,3,0.00024
harmonize,2,0.00016
harmony,1,0.00008
hates,1,0.00008
hatred,1,0.00008
hatreds,1,0.00008
head,4,0.00032
hear,10,0.00080
heard,4,0.00032
hearing,4,0.00032
hears,2,0.00016
heartbeats,1,0.00008
heat,2,0.00016
heaven,1,0.00008
heavens,1,0.00008
held,17,0.00136
helpful,1,0.00008
heretofore,1,0.00008
hesitatingly,1,0.00008
hides,1,0.00008
hierarchy,2,0.00016
highly,4,0.00032
hills,1,0.00008
hinder,1,0.00008
historian,1,0.00008
historic,1,0.00008
historical,2,0.00016
historically,1,0.00008
history,3,0.00024
hitherto,8,0.00064
hold,11,0.00088
holder,4,0.00032
holds,5,0.00040
honour,1,0.00008
hoofs,1,0.00008
hooks,2,0.00016
hope,10,0.00080
hoped,1,0.00008
hopeless,1,0.00008
hopes,3,0.00024
horrors,1,0.00008
horse,2,0.00016
host,1,0.00008
hostile,2,0.00016
hot,1,0.00008
hour,2,0.00016
house,3,0.00024
houses,2,0.00016
human,14,0.00112
hundreds,1,0.00008
hunger,3,0.00024
hungry,2,0.00016
hypertext,1,0.00008
hypotheses,7,0.00056
hypothesis,5,0.00040
hypothetical,3,0.00024
idea,17,0.00136
idealism,4,0.00032
idealists,2,0.00016
ideas,32,0.00256
identical,5,0.00040
identification,1,0.00008
identify,2,0.00016
ignorance,1,0.00008
ignorant,1,0.00008
illumination,1,0.00008
illusoriness,1,0.00008
illusory,1,0.00008
illustrated,1,0.00008
illustrates,2,0.00016
illustration,6,0.00048
illustrations,1,0.00008
image,8,0.00064
imagination,7,0.00056
imagine,6,0.00048
imagined,2,0.00016
imagining,2,0.00016
immutable,1,0.00008
impaired,1,0.00008
impairs,1,0.00008
impartial,1,0.00008
impartiality,3,0.00024
impartially,1,0.00008
impenetrable,1,0.00008
imperceptible,2,0.00016
impersonal,1,0.00008
implied,5,0.00040
implies,2,0.00016
imply,2,0.00016
impose,1,0.00008
imposed,2,0.00016
impossibility,5,0.00040
impossible,15,0.00120
impression,1,0.00008
imprisoned,1,0.00008
improbable,3,0.00024
inaccurate,1,0.00008
inadequate,2,0.00016
incapable,8,0.00064
inclination,1,0.00008
inclined,2,0.00016
include,3,0.00024
included,10,0.00080
includes,1,0.00008
including,8,0.00064
incoherent,2,0.00016
incompatible,1,0.00008
incomplete,9,0.00072
incompleteness,3,0.00024
inconceivable,2,0.00016
inconsistencies,1,0.00008
inconsistency,1,0.00008
inconsistent,2,0.00016
increase,1,0.00008
increased,3,0.00024
increases,2,0.00016
increasing,1,0.00008
incredulous,1,0.00008
indefinite,2,0.00016
indefinitely,1,0.00008
indemnify,1,0.00008
independence,1,0.00008
independent,19,0.00152
independently,10,0.00080
indestructible,1,0.00008
indicating,1,0.00008
indifferent,2,0.00016
indirectly,2,0.00016
individual,6,0.00048
individually,2,0.00016
indubitable,5,0.00040
induction,14,0.00112
inductive,19,0.00152
inevitable,1,0.00008
inexplicable,1,0.00008
infallibility,1,0.00008
infallible,3,0.00024
infancy,1,0.00008
infected,1,0.00008
infer,5,0.00040
inference,15,0.00120
inferences,5,0.00040
inferred,10,0.00080
inferring,1,0.00008
infinite,9,0.00072
infinitely,3,0.00024
infinitesimal,1,0.00008
infinity,2,0.00016
inflected,1,0.00008
inflections,1,0.00008
influence,1,0.00008
infringed,1,0.00008
infringement,1,0.00008
inhabitants,1,0.00008
inhabited,1,0.00008
inherent,1,0.00008
innate,1,0.00008
innocent,1,0.00008
innumerable,4,0.00032
inoperative,1,0.00008
inquire,1,0.00008
inquired,1,0.00008
inquiry,4,0.00032
insistence,2,0.00016
insistent,1,0.00008
insoluble,1,0.00008
inspiration,1,0.00008
instance,34,0.00272
instances,21,0.00168
instants,1,0.00008
instinctive,11,0.00088
instinctively,3,0.00024
instincts,1,0.00008
instrument,1,0.00008
insubstantial,1,0.00008
integers,6,0.00048
intellect,5,0.00040
intellectual,3,0.00024
intelligent,1,0.00008
intended,1,0.00008
intently,1,0.00008
interact,1,0.00008
interaction,2,0.00016
interfere,2,0.00016
interferes,1,0.00008
intermediary,1,0.00008
intermediate,2,0.00016
internal,1,0.00008
interpret,1,0.00008
interpretation,2,0.00016
interpreted,1,0.00008
interrelation,1,0.00008
interrupted,1,0.00008
intervening,2,0.00016
intrinsic,9,0.00072
intrinsically,4,0.00032
introduce,1,0.00008
introspection,2,0.00016
intuitive,20,0.00160
intuitively,1,0.00008
invalidity,1,0.00008
invent,2,0.00016
invented,1,0.00008
inventing,1,0.00008
inventions,1,0.00008
investigation,2,0.00016
investigations,1,0.00008
invites,1,0.00008
involve,15,0.00120
involved,19,0.00152
involves,8,0.00064
involving,6,0.00048
iron,5,0.00040
irrefutable,1,0.00008
irrelevant,5,0.00040
isolated,2,0.00016
isolation,1,0.00008
issue,2,0.00016
joint,1,0.00008
judge,12,0.00096
judged,2,0.00016
judgement,40,0.00320
judgements,21,0.00168
judges,5,0.00040
judging,9,0.00072
justice,4,0.00032
justification,3,0.00024
justified,4,0.00032
justify,3,0.00024
justly,1,0.00008
keeping,2,0.00016
killed,1,0.00008
kinds,11,0.00088
knits,1,0.00008
knitting,2,0.00016
knives,1,0.00008
knowable,1,0.00008
knowing,13,0.00104
knowledge,291,0.02325
knuckles,2,0.00016
labours,2,0.00016
laid,2,0.00016
language,2,0.00016
lapse,1,0.00008
larger,1,0.00008
late,6,0.00048
launched,1,0.00008
law,53,0.00423
laws,30,0.00240
lay,1,0.00008
lead,3,0.00024
leads,2,0.00016
learn,7,0.00056
learning,3,0.00024
learnt,1,0.00008
leaves,4,0.00032
leaving,1,0.00008
led,14,0.00112
left,9,0.00072
legal,2,0.00016
legally,1,0.00008
legitimately,1,0.00008
letters,3,0.00024
level,1,0.00008
liability,2,0.00016
liable,4,0.00032
liberating,1,0.00008
liberation,1,0.00008
liberator,1,0.00008
liberty,1,0.00008
library,1,0.00008
license,5,0.00040
licensed,1,0.00008
lies,1,0.00008
lieu,2,0.00016
life,31,0.00248
light,19,0.00152
lightning,5,0.00040
likelihood,2,0.00016
limit,3,0.00024
limitation,4,0.00032
limitations,1,0.00008
limited,6,0.00048
limiting,1,0.00008
limits,4,0.00032
linked,1,0.00008
links,3,0.00024
lips,1,0.00008
listen,2,0.00016
live,1,0.00008
lived,1,0.00008
lives,2,0.00016
living,4,0.00032
located,7,0.00056
locations,1,0.00008
logic,30,0.00240
logical,22,0.00176
logically,11,0.00088
logician,1,0.00008
looked,1,0.00008
loose,1,0.00008
loosen,1,0.00008
lot,1,0.00008
loud,1,0.00008
love,11,0.00088
loves,18,0.00144
loving,5,0.00040
lowest,1,0.00008
luck,2,0.00016
luminously,1,0.00008
lying,1,0.00008
magnifies,1,0.00008
main,7,0.00056
maintain,1,0.00008
maintained,7,0.00056
maintaining,1,0.00008
majority,1,0.00008
manager,1,0.00008
mankind,2,0.00016
manner,5,0.00040
map,2,0.00016
marching,1,0.00008
mark,2,0.00016
marked,2,0.00016
marriage,1,0.00008
mask,5,0.00040
mass,2,0.00016
match,1,0.00008
material,5,0.00040
mathematical,4,0.00032
mathematician,3,0.00024
mathematicians,3,0.00024
mathematics,7,0.00056
matter,42,0.00336
matters,6,0.00048
maximum,1,0.00008
meal,2,0.00016
meaning,11,0.00088
meanings,1,0.00008
meant,9,0.00072
measure,3,0.00024
medium,8,0.00064
meet,3,0.00024
melt,1,0.00008
memories,1,0.00008
memory,23,0.00184
mental,33,0.00264
mention,1,0.00008
mercilessly,1,0.00008
mere,18,0.00144
merest,1,0.00008
merges,1,0.00008
merit,2,0.00016
merits,1,0.00008
met,3,0.00024
metaphorically,1,0.00008
metaphysical,4,0.00032
metaphysician,2,0.00016
metaphysicians,2,0.00016
metaphysics,4,0.00032
method,7,0.00056
methods,2,0.00016
microscope,4,0.00032
midst,1,0.00008
miles,1,0.00008
mind,85,0.00679
minds,50,0.00399
mineralogist,1,0.00008
minor,1,0.00008
minute,2,0.00016
minutes,4,0.00032
miracle,1,0.00008
misery,1,0.00008
misleading,6,0.00048
misleadingness,1,0.00008
mission,3,0.00024
mistake,1,0.00008
mistaken,4,0.00032
mistakes,1,0.00008
misunderstanding,1,0.00008
mitigate,1,0.00008
mode,1,0.00008
modern,6,0.00048
modest,2,0.00016
modification,1,0.00008
modifications,1,0.00008
modified,2,0.00016
modify,1,0.00008
moment,14,0.00112
momentary,1,0.00008
moments,2,0.00016
money,3,0.00024
month,1,0.00008
moon,2,0.00016
morning,2,0.00016
mortal,19,0.00152
mortality,1,0.00008
mortals,2,0.00016
motion,12,0.00096
motions,2,0.00016
moved,1,0.00008
movements,1,0.00008
multiplication,1,0.00008
multiplicity,1,0.00008
multiplied,3,0.00024
musical,1,0.00008
mutually,1,0.00008
mysterious,3,0.00024
mystic,1,0.00008
mystical,1,0.00008
mysticism,1,0.00008
naked,3,0.00024
named,4,0.00032
names,3,0.00024
narrow,6,0.00048
nation,1,0.00008
native,1,0.00008
natural,14,0.00112
naturally,9,0.00072
nature,46,0.00368
naval,2,0.00016
nearer,5,0.00040
nearest,1,0.00008
nearness,1,0.00008
necessity,7,0.00056
neck,3,0.00024
negative,2,0.00016
neglect,2,0.00016
negligible,1,0.00008
nerves,2,0.00016
network,1,0.00008
neutral,4,0.00032
newness,1,0.00008
news,1,0.00008
newsletter,1,0.00008
newspaper,3,0.00024
newspapers,1,0.00008
night,2,0.00016
noise,4,0.00032
noises,1,0.00008
nominative,1,0.00008
nonproprietary,1,0.00008
nook,1,0.00008
normal,4,0.00032
north,5,0.00040
notably,2,0.00016
noteworthy,1,0.00008
notice,4,0.00032
noticed,2,0.00016
noticing,1,0.00008
notifies,1,0.00008
notion,3,0.00024
notions,1,0.00008
notoriously,2,0.00016
nouns,1,0.00008
nourishing,2,0.00016
novelist,1,0.00008
nowadays,1,0.00008
nowhen,1,0.00008
numerous,1,0.00008
object,103,0.00823
objection,4,0.00032
objectionable,1,0.00008
objections,5,0.00040
objective,1,0.00008
objects,95,0.00759
oblivious,1,0.00008
oblong,2,0.00016
obscure,1,0.00008
observation,3,0.00024
observe,1,0.00008
observed,6,0.00048
observing,1,0.00008
obsolete,1,0.00008
obstacle,1,0.00008
obstacles,1,0.00008
obstinate,1,0.00008
obtaining,3,0.00024
obtuse,1,0.00008
obvious,10,0.00080
obviousness,2,0.00016
occasion,2,0.00016
occupant,1,0.00008
occupied,3,0.00024
occupies,2,0.00016
occupy,5,0.00040
occupying,1,0.00008
occur,7,0.00056
occurred,2,0.00016
occurrence,4,0.00032
occurring,2,0.00016
occurs,4,0.00032
odd,1,0.00008
offers,3,0.00024
office,1,0.00008
official,3,0.00024
oftener,1,0.00008
omission,1,0.00008
oneself,1,0.00008
online,4,0.00032
opaque,1,0.00008
operated,1,0.00008
operation,4,0.00032
operative,1,0.00008
opinion,13,0.00104
opinions,3,0.00024
opportunities,1,0.00008
opportunity,1,0.00008
opposed,14,0.00112
opposing,2,0.00016
opposites,1,0.00008
opposition,2,0.00016
orator,1,0.00008
orderly,1,0.00008
ordinary,7,0.00056
ordnance,1,0.00008
organism,2,0.00016
organization,2,0.00016
organized,1,0.00008
organizing,1,0.00008
organs,1,0.00008
origin,1,0.00008
original,2,0.00016
originally,1,0.00008
originator,1,0.00008
outcome,1,0.00008
outdated,1,0.00008
outer,8,0.00064
outline,2,0.00016
outlines,1,0.00008
outward,1,0.00008
oval,1,0.00008
overlooked,2,0.00016
owed,1,0.00008
owner,3,0.00024
owns,2,0.00016
paid,6,0.00048
pain,2,0.00016
painfully,1,0.00008
painter,3,0.00024
pair,3,0.00024
pairs,4,0.00032
pale,2,0.00016
palpable,1,0.00008
paper,2,0.00016
papers,1,0.00008
paperwork,1,0.00008
paradoxes,1,0.00008
paradoxical,1,0.00008
paragraph,10,0.00080
paragraphs,3,0.00024
parallel,2,0.00016
partake,2,0.00016
partial,3,0.00024
partially,1,0.00008
participate,2,0.00016
participation,2,0.00016
particularity,2,0.00016
particulars,26,0.00208
partly,6,0.00048
party,1,0.00008
pass,10,0.00080
passage,1,0.00008
passes,1,0.00008
passing,2,0.00016
patch,10,0.00080
patches,3,0.00024
pausing,1,0.00008
pay,1,0.00008
paying,3,0.00024
payments,3,0.00024
peace,1,0.00008
peculiar,1,0.00008
peculiarly,1,0.00008
people,44,0.00352
perceive,10,0.00080
perceived,8,0.00064
perceiving,3,0.00024
perception,12,0.00096
perceptions,6,0.00048
percipient,2,0.00016
perfect,3,0.00024
perfection,1,0.00008
perfectly,6,0.00048
perform,3,0.00024
performances,1,0.00008
performed,6,0.00048
performing,3,0.00024
periodic,1,0.00008
permanence,1,0.00008
permanent,7,0.00056
permission,6,0.00048
permitted,2,0.00016
perpendiculars,3,0.00024
perpetual,1,0.00008
persists,3,0.00024
person,33,0.00264
personal,4,0.00032
persons,1,0.00008
perspective,1,0.00008
persuade,2,0.00016
persuaded,1,0.00008
persuading,1,0.00008
perturbed,1,0.00008
phantasmagoria,1,0.00008
phenomena,9,0.00072
phenomenon,1,0.00008
philosopher,10,0.00080
philosophers,37,0.00296
philosophic,6,0.00048
philosophical,10,0.00080
philosophies,2,0.00016
philosophize,1,0.00008
philosophy,72,0.00575
phrase,9,0.00072
physical,96,0.00767
physics,1,0.00008
physiological,1,0.00008
physiology,1,0.00008
piece,10,0.00080
piecemeal,2,0.00016
pink,1,0.00008
placing,1,0.00008
plain,15,0.00120
plainly,4,0.00032
plan,2,0.00016
plane,1,0.00008
planet,1,0.00008
plausibility,1,0.00008
playing,1,0.00008
pleasure,2,0.00016
poet,2,0.00016
poison,2,0.00016
poisonous,1,0.00008
position,8,0.00064
positions,4,0.00032
positive,4,0.00032
positively,1,0.00008
possess,1,0.00008
possessed,1,0.00008
possession,1,0.00008
possibilities,7,0.00056
possibility,8,0.00064
posted,4,0.00032
poverty,1,0.00008
power,10,0.00080
powerful,2,0.00016
powerlessness,1,0.00008
powers,1,0.00008
practical,5,0.00040
practically,3,0.00024
practice,1,0.00008
practised,1,0.00008
preceded,2,0.00016
preceding,9,0.00072
precise,7,0.00056
precisely,1,0.00008
predicate,3,0.00024
prefer,4,0.00032
preferable,1,0.00008
prejudices,7,0.00056
preliminary,3,0.00024
premiss,6,0.00048
premisses,15,0.00120
prepare,2,0.00016
preparing,1,0.00008
prepositions,6,0.00048
preposterous,2,0.00016
prescribe,1,0.00008
presence,1,0.00008
preservation,1,0.00008
preserve,3,0.00024
press,3,0.00024
pressing,1,0.00008
pressure,1,0.00008
pressures,1,0.00008
presume,2,0.00016
presumption,1,0.00008
presupposed,1,0.00008
presupposes,3,0.00024
pretty,1,0.00008
prevent,1,0.00008
prevents,2,0.00016
previous,11,0.00088
primitive,1,0.00008
principle,54,0.00431
principles,48,0.00383
print,4,0.00032
printed,3,0.00024
prison,2,0.00016
privacy,2,0.00016
private,21,0.00168
probability,18,0.00144
probable,18,0.00144
proceed,7,0.00056
proceeded,1,0.00008
proceeds,1,0.00008
process,9,0.00072
processes,1,0.00008
processing,1,0.00008
produce,4,0.00032
produced,3,0.00024
produces,3,0.00024
producing,1,0.00008
product,6,0.00048
production,1,0.00008
products,1,0.00008
profess,1,0.00008
profit,1,0.00008
profitable,1,0.00008
profited,1,0.00008
profits,1,0.00008
profoundest,1,0.00008
progress,1,0.00008
progressively,1,0.00008
prohibition,1,0.00008
prolonged,1,0.00008
prominently,4,0.00032
promote,1,0.00008
promoting,2,0.00016
promotion,1,0.00008
pronounce,1,0.00008
pronouns,1,0.00008
proof,10,0.00080
proofread,1,0.00008
proofs,2,0.00016
proper,5,0.00040
properly,2,0.00016
properties,16,0.00128
property,19,0.00152
proportion,2,0.00016
proposed,1,0.00008
proposition,61,0.00487
propositions,30,0.00240
proprietary,1,0.00008
protect,2,0.00016
protected,5,0.00040
prove,26,0.00208
proved,18,0.00144
provide,8,0.00064
providing,5,0.00040
proving,2,0.00016
provision,1,0.00008
provisionally,1,0.00008
provisions,1,0.00008
prudent,1,0.00008
psychological,4,0.00032
psychologically,1,0.00008
psychology,1,0.00008
public,9,0.00072
pure,11,0.00088
purely,6,0.00048
purpose,4,0.00032
purposes,2,0.00016
pursue,1,0.00008
pursuit,2,0.00016
pushed,1,0.00008
puzzling,1,0.00008
qualities,6,0.00048
quality,11,0.00088
question,59,0.00471
questions,27,0.00216
quibbling,1,0.00008
race,2,0.00016
radically,6,0.00048
raised,5,0.00040
raises,6,0.00048
range,1,0.00008
ranging,1,0.00008
rap,2,0.00016
rapping,1,0.00008
rash,2,0.00016
rate,10,0.00080
rational,2,0.00016
rationalist,1,0.00008
rationalists,7,0.00056
rationality,1,0.00008
ray,2,0.00016
reach,7,0.00056
reached,2,0.00016
reaches,3,0.00024
reaching,2,0.00016
read,5,0.00040
readable,1,0.00008
reader,2,0.00016
readers,1,0.00008
reading,4,0.00032
ready,2,0.00016
real,45,0.00360
reality,11,0.00088
realization,1,0.00008
realize,5,0.00040
realized,1,0.00008
realizes,2,0.00016
realizing,2,0.00016
reappear,1,0.00008
reason,53,0.00423
reasonable,7,0.00056
reasoning,10,0.00080
reasons,19,0.00152
recall,2,0.00016
receipt,2,0.00016
receive,2,0.00016
received,6,0.00048
receiving,1,0.00008
recognized,2,0.00016
recognizes,1,0.00008
recombines,1,0.00008
recommended,2,0.00016
reconcile,1,0.00008
reconstructed,1,0.00008
recorded,1,0.00008
rectangular,3,0.00024
red,18,0.00144
redistribute,1,0.00008
redistributing,1,0.00008
redistribution,1,0.00008
reduce,1,0.00008
reduced,2,0.00016
reducible,1,0.00008
reference,6,0.00048
references,2,0.00016
refined,1,0.00008
reflect,5,0.00040
reflected,3,0.00024
reflecting,1,0.00008
reflection,9,0.00072
refund,8,0.00064
refutable,1,0.00008
refutation,2,0.00016
refuted,2,0.00016
regard,25,0.00200
regarded,12,0.00096
regiment,2,0.00016
region,2,0.00016
registered,2,0.00016
regress,1,0.00008
regulating,1,0.00008
reign,3,0.00024
reject,6,0.00048
rejected,4,0.00032
rejecting,4,0.00032
rejection,1,0.00008
relate,1,0.00008
relates,6,0.00048
relation,93,0.00743
relational,1,0.00008
relations,42,0.00336
relative,4,0.00032
relevant,2,0.00016
reliable,1,0.00008
religion,1,0.00008
religious,2,0.00016
remain,12,0.00096
remaining,3,0.00024
remains,9,0.00072
remarkably,1,0.00008
remarks,1,0.00008
remember,3,0.00024
remembered,9,0.00072
remembering,2,0.00016
remote,1,0.00008
remoter,1,0.00008
removal,1,0.00008
remove,2,0.00016
removed,4,0.00032
removes,1,0.00008
renamed,1,0.00008
render,2,0.00016
rendered,3,0.00024
renders,2,0.00016
renounce,1,0.00008
repeat,1,0.00008
repeated,2,0.00016
repeatedly,1,0.00008
repetition,1,0.00008
repetitions,2,0.00016
replace,3,0.00024
replaced,1,0.00008
replacement,3,0.00024
reported,1,0.00008
reports,1,0.00008
represent,1,0.00008
representations,1,0.00008
representative,1,0.00008
represented,6,0.00048
representing,1,0.00008
represents,2,0.00016
request,1,0.00008
require,6,0.00048
required,11,0.00088
requirements,4,0.00032
requires,5,0.00040
requiring,2,0.00016
requisites,3,0.00024
resemblance,10,0.00080
resemblances,1,0.00008
resemble,6,0.00048
residue,1,0.00008
resists,2,0.00016
respect,4,0.00032
rest,6,0.00048
restate,1,0.00008
resting,1,0.00008
restricted,1,0.00008
restrictions,2,0.00016
rests,4,0.00032
result,19,0.00152
retain,1,0.00008
retained,1,0.00008
retains,2,0.00016
retort,1,0.00008
return,8,0.00064
returns,1,0.00008
reveal,4,0.00032
revealed,1,0.00008
reversed,1,0.00008
revert,1,0.00008
review,1,0.00008
rightly,3,0.00024
rigid,1,0.00008
rise,10,0.00080
risen,2,0.00016
rises,2,0.00016
risk,3,0.00024
rival,1,0.00008
road,5,0.00040
rob,1,0.00008
robbing,1,0.00008
roof,1,0.00008
rooted,1,0.00008
rose,4,0.00032
rotate,1,0.00008
rotating,1,0.00008
rotation,2,0.00016
roughly,2,0.00016
roughnesses,2,0.00016
roundabout,1,0.00008
rounded,1,0.00008
rouse,1,0.00008
roused,1,0.00008
royalties,3,0.00024
royalty,1,0.00008
rudimentary,2,0.00016
ruins,2,0.00016
rule,4,0.00032
rules,3,0.00024
runs,1,0.00008
sake,4,0.00032
samples,1,0.00008
satisfaction,1,0.00008
satisfactory,2,0.00016
satisfy,2,0.00016
satisfying,1,0.00008
save,1,0.00008
scaffold,1,0.00008
scarcely,6,0.00048
sceptic,1,0.00008
sceptical,1,0.00008
scepticism,4,0.00032
schoolmen,1,0.00008
schools,2,0.00016
science,29,0.00232
sciences,5,0.00040
scientific,8,0.00064
scope,8,0.00064
scrutiny,3,0.00024
sea,1,0.00008
search,4,0.00032
searches,1,0.00008
secure,3,0.00024
secures,1,0.00008
seek,6,0.00048
seeks,2,0.00016
seldom,1,0.00008
sending,1,0.00008
sensation,18,0.00144
sensations,20,0.00160
sense,87,0.00695
senses,22,0.00176
sentence,8,0.00064
separate,6,0.00048
separated,1,0.00008
sequel,1,0.00008
series,2,0.00016
serve,1,0.00008
service,1,0.00008
set,14,0.00112
sets,1,0.00008
setting,2,0.00016
seventeenth,1,0.00008
severally,2,0.00016
severe,1,0.00008
shade,5,0.00040
shades,5,0.00040
shadow,1,0.00008
shape,24,0.00192
shapes,5,0.00040
share,5,0.00040
shared,2,0.00016
shares,2,0.00016
sharing,1,0.00008
sharp,1,0.00008
sheets,1,0.00008
shining,2,0.00016
shiny,1,0.00008
shock,1,0.00008
short,1,0.00008
shortly,1,0.00008
shut,5,0.00040
sight,16,0.00128
sign,4,0.00032
signs,7,0.00056
similarity,2,0.00016
simple,6,0.00048
simpler,3,0.00024
simplicity,2,0.00016
simplify,1,0.00008
simply,6,0.00048
simultaneous,2,0.00016
simultaneously,5,0.00040
single,17,0.00136
singled,2,0.00016
singular,2,0.00016
sitting,4,0.00032
situated,1,0.00008
skeleton,1,0.00008
sleeping,1,0.00008
slight,4,0.00032
slightest,4,0.00032
slowly,1,0.00008
smell,2,0.00016
smelling,1,0.00008
smells,1,0.00008
smooth,2,0.00016
smoothness,3,0.00024
sober,1,0.00008
society,1,0.00008
sold,1,0.00008
sole,3,0.00024
solicit,2,0.00016
solicitation,1,0.00008
solid,1,0.00008
solution,3,0.00024
solve,1,0.00008
solves,1,0.00008
solving,1,0.00008
sooner,5,0.00040
sophistry,1,0.00008
sort,42,0.00336
sorts,5,0.00040
sought,4,0.00032
soul,1,0.00008
souls,2,0.00016
sound,8,0.00064
sounds,7,0.00056
sour,1,0.00008
source,8,0.00064
sources,3,0.00024
south,1,0.00008
space,72,0.00575
spaces,11,0.00088
spatial,3,0.00024
speak,9,0.00072
speaking,8,0.00064
special,6,0.00048
specially,1,0.00008
species,1,0.00008
spectacles,1,0.00008
spectator,3,0.00024
speculation,3,0.00024
speculative,1,0.00008
speech,1,0.00008
sphere,2,0.00016
spiritual,3,0.00024
spite,11,0.00088
spoke,1,0.00008
spoken,4,0.00032
spoons,1,0.00008
sprang,1,0.00008
staff,1,0.00008
stage,4,0.00032
stages,1,0.00008
stand,7,0.00056
standing,2,0.00016
stands,6,0.00048
start,7,0.00056
started,1,0.00008
starting,1,0.00008
starts,1,0.00008
stated,6,0.00048
statement,14,0.00112
statements,6,0.00048
stating,2,0.00016
status,4,0.00032
step,1,0.00008
stock,2,0.00016
stone,1,0.00008
stored,1,0.00008
straight,7,0.00056
straightforward,1,0.00008
strange,5,0.00040
strangeness,1,0.00008
stranger,1,0.00008
strangest,1,0.00008
strenuously,2,0.00016
strict,3,0.00024
strictly,7,0.00056
strife,2,0.00016
strike,1,0.00008
strikes,1,0.00008
striking,1,0.00008
strives,1,0.00008
striving,1,0.00008
strong,4,0.00032
stronger,2,0.00016
struck,1,0.00008
structure,1,0.00008
struggling,1,0.00008
student,2,0.00016
students,4,0.00032
studied,2,0.00016
studies,1,0.00008
study,12,0.00096
subject,25,0.00200
subjected,2,0.00016
subjective,3,0.00024
subjects,3,0.00024
sublime,1,0.00008
subscribe,1,0.00008
subsequent,1,0.00008
subsequently,1,0.00008
subsist,4,0.00032
subsists,2,0.00016
substance,2,0.00016
substantives,5,0.00040
subsumed,1,0.00008
subsumptions,1,0.00008
succeed,3,0.00024
success,1,0.00008
successful,3,0.00024
succession,2,0.00016
successively,1,0.00008
suddenly,2,0.00016
suffering,1,0.00008
suffice,4,0.00032
sufficed,1,0.00008
suffices,2,0.00016
sufficient,5,0.00040
suggested,4,0.00032
suggestion,1,0.00008
suggestions,1,0.00008
suggests,2,0.00016
suitable,2,0.00016
sum,2,0.00016
sun,32,0.00256
sunrise,3,0.00024
sunset,1,0.00008
supplied,1,0.00008
supplies,2,0.00016
supply,3,0.00024
support,8,0.00064
suppose,26,0.00208
supposed,22,0.00176
supposing,9,0.00072
supposition,4,0.00032
surface,2,0.00016
surprised,1,0.00008
surprising,3,0.00024
surrender,1,0.00008
surrounded,1,0.00008
survey,4,0.00032
surveys,1,0.00008
survive,1,0.00008
surviving,1,0.00008
suspect,2,0.00016
suspended,1,0.00008
swamp,1,0.00008
swans,4,0.00032
sweet,1,0.00008
